CentroNv2,NPS_Trad,NPS_Ajust,Sentimento_Medio,Top_Problema,Top_Elogio,Total_Comentarios,Pct_Negativo,Flag,Diff_NPS,Alerta
L5020-VILA MARIANA 2 (0779),54.54545454545454,68.6456400742115,0.7050092764378478,Entrega,Atendimento,539,11.688311688311687,REGULAR,14.10018552875696,True
L5021-VILA SAUDE (0782),53.87205387205387,72.89562289562289,0.7710437710437711,Produto/Qualidade,Outros,594,9.427609427609427,TOCADORA,19.023569023569024,True
L5022-SAO CAETANO CENTRO (0811),59.16334661354582,71.91235059760956,0.7569721115537849,Produto/Qualidade,Outros,502,10.159362549800797,REGULAR,12.74900398406374,True
L5023-JOSE BONIFACIO (0813),59.75103734439834,70.95435684647303,0.7717842323651453,Produto/Qualidade,Outros,241,9.54356846473029,REGULAR,11.203319502074692,True
L5024-VALINHOS (0814),63.26530612244898,75.51020408163265,0.800453514739229,Produto/Qualidade,Outros,441,8.843537414965986,REGULAR,12.244897959183668,True
L5025-PANAMBY (0817),61.300813008130085,75.1219512195122,0.8032520325203252,Produto/Qualidade,Outros,615,7.967479674796748,REGULAR,13.821138211382113,True
L5026-VILA MARIA (0818),74.70930232558139,80.81395348837209,0.8459302325581395,Produto/Qualidade,Outros,344,6.395348837209303,TOCADORA,6.104651162790702,True
L5027-ACLIMACAO (0851),52.6431718061674,69.38325991189427,0.7444933920704846,Entrega,Outros,454,10.572687224669604,TOCADORA,16.74008810572687,True
L5028-VILA PAULICEIA (0853),64.03785488958991,77.91798107255521,0.8233438485804416,Atendimento,Outros,317,7.570977917981073,REGULAR,13.880126182965299,True
L5030-SAUDADE (0856),64.94464944649447,78.96678966789668,0.8321033210332104,Produto/Qualidade,Outros,542,7.011070110701106,REGULAR,14.02214022140221,True
L5031-PERDIZES (0860),60.8421052631579,77.47368421052632,0.8189473684210526,Atendimento,Outros,475,6.7368421052631575,TOCADORA,16.631578947368418,True
L5033-SANTANA (0868),50.37037037037037,61.48148148148148,0.6555555555555556,Entrega,Outros,270,15.555555555555555,TOCADORA,11.111111111111114,True
L5034-D. PEDRO ll (0873),65.3558052434457,76.21722846441948,0.7808988764044944,Produto/Qualidade,Outros,534,8.801498127340825,REGULAR,10.861423220973776,True
L5035-TREMEMBE (0875),64.81481481481481,75.92592592592592,0.783068783068783,Produto/Qualidade,Outros,378,8.465608465608465,REGULAR,11.111111111111114,True
L5037-VILA ROMANA (0880),57.56929637526652,68.01705756929638,0.720682302771855,Atendimento,Atendimento,469,11.513859275053305,TOCADORA,10.447761194029866,True
L5038-SAO JOSE DOS CAMPOS (0886),68.48874598070739,75.56270096463022,0.77491961414791,Produto/Qualidade,Outros,311,9.32475884244373,REGULAR,7.073954983922832,True
L5039-ZELINA (1208),64.74226804123711,75.4639175257732,0.7793814432989691,Produto/Qualidade,Outros,485,9.896907216494846,REGULAR,10.721649484536087,True
L5040-GUARULHOS (1211),68.5925925925926,76.14814814814815,0.797037037037037,Entrega,Atendimento,675,9.185185185185185,REGULAR,7.555555555555557,True
L5041-TAUBATE (1224),73.50993377483444,82.45033112582782,0.8443708609271523,Produto/Qualidade,Outros,302,6.95364238410596,REGULAR,8.94039735099338,True
L5042-IPIRANGA (1237),61.014263074484944,76.38668779714739,0.7971473851030111,Produto/Qualidade,Outros,631,8.082408874801903,REGULAR,15.372424722662444,True
L5043-PORTUGAL (1239),56.896551724137936,67.98029556650246,0.7315270935960592,Produto/Qualidade,Outros,406,10.344827586206897,REGULAR,11.083743842364527,True
L5044-INDAIATUBA (1243),57.1875,70.3125,0.78125,Produto/Qualidade,Outros,320,8.75,REGULAR,13.125,True
L5045-TATUAPE (1247),62.096774193548384,73.65591397849462,0.7768817204301075,Produto/Qualidade,Outros,372,9.13978494623656,REGULAR,11.55913978494624,True
L5046-VILA CARRAO (1248),59.77011494252874,73.9463601532567,0.7624521072796935,Produto/Qualidade,Outros,522,10.344827586206897,REGULAR,14.176245210727963,True
L5047-SAO BERNARDO (1255),58.05892547660312,71.92374350086655,0.7452339688041595,Produto/Qualidade,Outros,577,10.398613518197573,REGULAR,13.864818024263428,True
L5048-SJC ANDROMEDA (1261),72.54237288135593,82.03389830508473,0.8372881355932204,Produto/Qualidade,Outros,295,6.779661016949152,REGULAR,9.491525423728802,True
L5049-RIB.PRETO INDEPENDENCIA (1266),53.84615384615385,64.42307692307693,0.6826923076923077,Produto/Qualidade,Outros,312,13.461538461538462,REGULAR,10.576923076923087,True
L5050-SOROCABA W.LUIZ (1273),68.23734729493893,78.88307155322862,0.8132635253054101,Produto/Qualidade,Atendimento,573,7.329842931937172,REGULAR,10.64572425828969,True
L5051-VILA PRUDENTE (1276),61.76470588235294,75.81699346405229,0.7973856209150327,Atendimento,Outros,306,7.516339869281046,REGULAR,14.052287581699346,True
L5052-PINHEIROS (1277),62.5,79.54545454545455,0.8607954545454546,Atendimento,Atendimento,352,5.965909090909091,TOCADORA,17.045454545454547,True
L5053-MORUMBI (1278),64.9859943977591,76.47058823529412,0.7983193277310925,Entrega,Outros,357,7.8431372549019605,TOCADORA,11.484593837535016,True
L5054-PLANALTO (1279),62.62068965517241,76.41379310344828,0.8110344827586207,Produto/Qualidade,Atendimento,725,7.310344827586207,REGULAR,13.793103448275872,True
L5055-CAMBUCI (1284),55.852842809364546,69.39799331103679,0.745819397993311,Entrega,Outros,598,10.367892976588628,TOCADORA,13.54515050167224,True
L5056-PENHA (1285),65.33613445378151,73.21428571428571,0.7573529411764706,Produto/Qualidade,Outros,952,10.1890756302521,REGULAR,7.878151260504197,True
L5057-BOQUEIRAO (1289),67.49482401656314,81.36645962732919,0.8385093167701864,Produto/Qualidade,Outros,483,6.004140786749482,REGULAR,13.871635610766049,True
L5058-JD. BONFIGLIOLI (1291),64.46469248291572,74.60136674259681,0.7779043280182233,Produto/Qualidade,Atendimento,878,8.997722095671982,TOCADORA,10.136674259681087,True
L5059-TUTOIA (1294),53.70705244122965,69.8010849909584,0.7414104882459313,Entrega,Outros,553,10.849909584086799,TOCADORA,16.09403254972875,True
L5060-RIVIERA (1300),74.10714285714286,80.35714285714286,0.8273809523809523,Produto/Qualidade,Atendimento,336,7.142857142857142,NAO_IDENTIFICADO,6.25,True
L5061-BOSQUE MAIA (1304),56.91244239631337,72.35023041474655,0.7649769585253456,Produto/Qualidade,Outros,434,9.44700460829493,REGULAR,15.437788018433181,True
L5062-ASSUNCAO (1310),54.04929577464789,67.6056338028169,0.7147887323943662,Produto/Qualidade,Outros,568,10.915492957746478,REGULAR,13.556338028169009,True
L5063-SAO CAMILO (1311),62.46418338108882,71.34670487106017,0.7679083094555874,Produto/Qualidade,Atendimento,349,9.742120343839542,REGULAR,8.882521489971346,True
L5064-CHACARA INGLESA (1312),61.95372750642674,74.55012853470437,0.7994858611825193,Produto/Qualidade,Outros,389,7.969151670951156,REGULAR,12.596401028277633,True
L5065-LINS DE VASCONCELOS (1313),67.51117734724292,77.79433681073026,0.8062593144560357,Entrega,Atendimento,671,8.047690014903129,REGULAR,10.283159463487337,True
L5066-CARAPICUIBA (1317),62.16216216216216,73.74517374517374,0.7799227799227799,Produto/Qualidade,Outros,259,9.266409266409266,REGULAR,11.583011583011583,True
L5067-CHACARA ST. ANTONIO (1318),52.58855585831063,66.4850136239782,0.7166212534059946,Entrega,Outros,367,11.989100817438691,TOCADORA,13.896457765667577,True
L5068-BOSQUE DA SAUDE (1321),70.0164744645799,80.0658978583196,0.8303130148270181,Produto/Qualidade,Atendimento,607,6.589785831960461,REGULAR,10.049423393739701,True
L5069-AGUA RASA (1322),73.492286115007,80.78541374474054,0.8330995792426368,Produto/Qualidade,Atendimento,713,7.152875175315568,REGULAR,7.293127629733533,True
L5070-BORGES LAGOA (1323),51.267056530214425,66.08187134502924,0.7056530214424951,Entrega,Outros,513,12.280701754385964,TOCADORA,14.814814814814817,True
L5071-BELA VISTA (1326),61.14982578397212,75.9581881533101,0.8083623693379791,Produto/Qualidade,Outros,574,7.8397212543554,TOCADORA,14.808362369337985,True
L5072-SERRA DE JAPI (1330),61.42557651991615,71.27882599580713,0.7358490566037735,Produto/Qualidade,Outros,477,10.90146750524109,REGULAR,9.853249475890976,True
L5073-VILA GUILHERME (1331),65.70680628272252,76.17801047120419,0.7696335078534031,Produto/Qualidade,Outros,382,9.947643979057592,REGULAR,10.471204188481664,True
L5074-VOLUNTARIOS DA PATRIA (1335),50.135501355013545,65.85365853658537,0.7208672086720868,Entrega,Outros,369,11.924119241192411,TOCADORA,15.718157181571826,True
L5076-PIRACICABA (1337),59.840425531914896,72.6063829787234,0.7526595744680851,Entrega,Outros,376,9.840425531914894,REGULAR,12.765957446808507,True
L5077-OSCAR FREIRE (1341),70.58823529411765,79.27170868347339,0.8319327731092437,Atendimento,Outros,357,7.002801120448179,REGULAR,8.68347338935574,True
L5078-CAMPO BELO 2 (1342),50.51020408163265,66.3265306122449,0.7142857142857143,Entrega,Outros,392,12.5,TOCADORA,15.816326530612244,True
L5081-VILA OLIMPIA (1345),44.39252336448598,62.616822429906534,0.6682242990654206,Entrega,Outros,214,14.485981308411214,TOCADORA,18.224299065420553,True
L5082-VILA ANDRADE (1346),51.867219917012456,64.73029045643153,0.6867219917012448,Entrega,Atendimento,482,13.485477178423237,REGULAR,12.863070539419077,True
L5083-BARCELONA (1347),60.383386581469644,69.6485623003195,0.731629392971246,Produto/Qualidade,Outros,313,11.501597444089457,REGULAR,9.265175718849854,True
L5084-GUAIPA (1349),70.54794520547945,81.27853881278538,0.860730593607306,Produto/Qualidade,Outros,438,5.251141552511415,TOCADORA,10.730593607305934,True
L5086-PORTAL DO MORUMBI (1352),74.17218543046357,84.43708609271523,0.8766556291390728,Produto/Qualidade,Atendimento,1208,4.718543046357616,REGULAR,10.264900662251662,True
L5087-ALBERTO ANDALO (1353),67.44186046511628,77.74086378737542,0.8239202657807309,Produto/Qualidade,Outros,301,7.641196013289036,REGULAR,10.29900332225914,True
L5088-PONTA DA PRAIA (1363),59.54773869346733,73.36683417085426,0.7763819095477387,Produto/Qualidade,Outros,398,9.547738693467336,REGULAR,13.81909547738693,True
L5089-BOA VISTA (1364),58.64197530864198,71.91358024691358,0.7623456790123457,Produto/Qualidade,Outros,324,10.185185185185185,REGULAR,13.2716049382716,True
L5090-NORTE SUL (1365),65.61743341404357,74.09200968523002,0.7723970944309927,Produto/Qualidade,Outros,413,9.685230024213075,TOCADORA,8.47457627118645,True
L5091-NOVA CANTAREIRA (1366),62.34718826405869,74.08312958435208,0.7701711491442543,Atendimento,Outros,409,9.290953545232274,TOCADORA,11.735941320293392,True
L5092-VILA AUGUSTA (1374),58.077709611451944,71.16564417177914,0.7689161554192229,Produto/Qualidade,Atendimento,489,9.611451942740286,TOCADORA,13.087934560327191,True
L5093-PERDIZES 2 (1376),60.72106261859582,73.81404174573055,0.7741935483870968,Entrega,Atendimento,527,9.867172675521822,TOCADORA,13.092979127134726,True
L5095-VILLA LOBOS (1380),56.26168224299065,67.28971962616822,0.7327102803738318,Entrega,Atendimento,535,11.588785046728972,TOCADORA,11.028037383177569,True
L5097-JUNDIAI (1404),58.4055459272097,72.790294627383,0.7642980935875217,Produto/Qualidade,Outros,577,9.185441941074524,REGULAR,14.384748700173304,True
L5098-AUTONOMISTAS (1405),73.50332594235033,82.70509977827051,0.8569844789356984,Entrega,Atendimento,902,5.986696230598669,REGULAR,9.201773835920179,True
L5099-VILA MATILDE (1421),54.965753424657535,68.32191780821918,0.7208904109589042,Produto/Qualidade,Outros,584,11.986301369863012,REGULAR,13.356164383561648,True
L5100-INTERLAGOS (1431),60.30534351145038,70.61068702290076,0.7213740458015268,Entrega,Outros,524,12.213740458015266,REGULAR,10.305343511450381,True
L5101-CIDADE SAO FRANCISCO (1432),65.5688622754491,76.34730538922156,0.8083832335329342,Produto/Qualidade,Atendimento,334,8.383233532934131,TOCADORA,10.778443113772454,True
L5102-POMPEIA DESEMBARGADOR (1449),67.3913043478261,78.85375494071147,0.8221343873517787,Produto/Qualidade,Atendimento,506,7.707509881422925,TOCADORA,11.462450592885375,True
L5103-ATIBAIA (1454),63.35260115606937,72.3699421965318,0.7375722543352601,Produto/Qualidade,Outros,865,10.635838150289018,TOCADORA,9.017341040462426,True
L5105-DOM PEDRO I (1457),68.01801801801803,78.15315315315316,0.8243243243243243,Produto/Qualidade,Outros,444,7.4324324324324325,REGULAR,10.13513513513513,True
L5106-GUILHERMINA (1516),78.48911651728552,85.0192061459667,0.8668373879641486,Produto/Qualidade,Atendimento,781,5.8898847631242,REGULAR,6.530089628681182,True
L5107-MANDAQUI (1521),46.864686468646866,62.70627062706271,0.7062706270627063,Produto/Qualidade,Outros,303,12.211221122112212,TOCADORA,15.841584158415841,True
L5108-MOGI DAS CRUZES (1527),64.49086161879896,76.76240208877284,0.814621409921671,Produto/Qualidade,Outros,383,7.310704960835509,REGULAR,12.271540469973885,True
L5109-SANTOS POMPEIA,56.95006747638327,72.19973009446694,0.7759784075573549,Produto/Qualidade,Outros,741,8.906882591093117,REGULAR,15.249662618083676,True
L5111-VINHEDO,71.4859437751004,80.72289156626506,0.8473895582329317,Produto/Qualidade,Outros,249,6.827309236947792,REGULAR,9.236947791164667,True
L5112-BAURU,60.92307692307693,73.53846153846155,0.7661538461538462,Produto/Qualidade,Outros,325,9.846153846153847,TOCADORA,12.61538461538462,True
L5113-ANASTACIO,51.66297117516629,70.50997782705099,0.7516629711751663,Produto/Qualidade,Outros,451,9.977827050997783,TOCADORA,18.847006651884698,True
L5114-106 ASA SUL,53.672316384180796,74.57627118644068,0.8107344632768362,Produto/Qualidade,Outros,354,7.344632768361582,REGULAR,20.903954802259882,True
L5116-ENSEADA,68.6046511627907,77.90697674418605,0.8023255813953488,Produto/Qualidade,Outros,430,8.372093023255815,REGULAR,9.302325581395351,True
L5117-NOVA GRANADA,77.36040609137056,83.55329949238579,0.8690355329949239,Produto/Qualidade,Atendimento,985,5.279187817258883,REGULAR,6.192893401015226,True
L5118-ARACATUBA,75.29411764705883,82.74509803921568,0.8392156862745098,Outros,Outros,255,6.2745098039215685,REGULAR,7.4509803921568505,True
L5119-AGUAS CLARAS (ARAUCARIAS),61.4100185528757,75.32467532467533,0.7792207792207793,Produto/Qualidade,Outros,539,8.719851576994433,REGULAR,13.914656771799628,True
L5120-ITU,66.23931623931624,77.13675213675214,0.8076923076923077,Entrega,Outros,468,7.264957264957266,REGULAR,10.897435897435898,True
L5121-VILA MASCOTE,57.391304347826086,72.86956521739131,0.7704347826086957,Produto/Qualidade,Outros,575,9.043478260869566,REGULAR,15.478260869565226,True
L5122-PONTE RASA,66.76176890156918,79.0299572039943,0.8059914407988588,Produto/Qualidade,Outros,701,7.845934379457916,REGULAR,12.268188302425116,True
L5123-SAO VICENTE,67.16621253405994,77.11171662125341,0.7942779291553134,Atendimento,Outros,734,8.85558583106267,REGULAR,9.94550408719347,True
L5124-BOTUCATU,66.55405405405406,78.37837837837837,0.831081081081081,Produto/Qualidade,Outros,296,7.094594594594595,TOCADORA,11.824324324324309,True
L5126-CELSO GARCIA,65.97774244833067,77.42448330683625,0.8044515103338633,Produto/Qualidade,Outros,629,7.790143084260731,REGULAR,11.446740858505578,True
L5127-SAO ROQUE,71.54605263157895,83.38815789473685,0.8552631578947368,Produto/Qualidade,Outros,608,5.592105263157895,REGULAR,11.842105263157904,True
L5129-REAL PARQUE,71.80232558139535,81.3953488372093,0.8372093023255814,Entrega,Outros,344,6.976744186046512,TOCADORA,9.593023255813947,True
L5130-TUPI,74.8051948051948,82.72727272727273,0.8597402597402597,Produto/Qualidade,Outros,770,5.584415584415584,REGULAR,7.922077922077932,True
L5131-TAUBATE SAO GERALDO,67.79661016949152,80.22598870056498,0.8248587570621468,Produto/Qualidade,Outros,354,7.627118644067797,REGULAR,12.429378531073468,True
L5132-CANTO DO FORTE,79.10014513788099,84.90566037735849,0.8606676342525399,Produto/Qualidade,Outros,689,5.805515239477503,REGULAR,5.805515239477501,True
L5134-GILBERTO SALOMAO,65.35433070866141,80.0524934383202,0.8162729658792651,Produto/Qualidade,Outros,381,7.086614173228346,REGULAR,14.69816272965879,True
L5135-402 ASA SUL,75.92592592592592,83.33333333333334,0.8487654320987654,Entrega,Outros,324,6.172839506172839,REGULAR,7.407407407407419,True
L5136-RIB.PRETO ALTO DA BOA VISTA,52.19298245614035,63.1578947368421,0.6798245614035088,Produto/Qualidade,Outros,228,14.473684210526317,REGULAR,10.964912280701753,True
L5138-306 ASA NORTE,60.310077519379846,77.98449612403101,0.834108527131783,Produto/Qualidade,Outros,645,6.3565891472868215,REGULAR,17.674418604651166,True
L5139-SBC RUDGE RAMOS,58.09935205183585,72.35421166306696,0.7537796976241901,Produto/Qualidade,Outros,463,10.583153347732182,REGULAR,14.254859611231112,True
L5140-OSASCO KM 18,81.34863701578192,88.37876614060258,0.9010043041606887,Produto/Qualidade,Atendimento,697,4.017216642754662,REGULAR,7.030129124820661,True
L5141-ALTO TAQUARAL,70.46070460704607,79.67479674796748,0.8184281842818428,Produto/Qualidade,Outros,369,8.130081300813007,REGULAR,9.214092140921409,True
L5142-MARILIA,70.68403908794788,77.19869706840392,0.7947882736156352,Produto/Qualidade,Outros,307,9.446254071661238,REGULAR,6.514657980456036,True
L5143-AQUARIUS,63.86554621848739,72.26890756302521,0.7591036414565826,Produto/Qualidade,Outros,357,9.523809523809524,REGULAR,8.40336134453782,True
L5144-EMBU DAS ARTES,63.31967213114754,77.8688524590164,0.8176229508196722,Entrega,Outros,488,7.786885245901639,TOCADORA,14.549180327868854,True
L5145-TAMBORE,73.73271889400922,79.26267281105991,0.8064516129032258,Produto/Qualidade,Atendimento,217,7.373271889400922,REGULAR,5.52995391705069,True
L5146-ITATIBA,76.875,86.04166666666667,0.875,Produto/Qualidade,Outros,480,5.416666666666667,REGULAR,9.166666666666671,True
L5147-ROLAND GARROS,71.73144876325088,80.56537102473497,0.8250883392226148,Produto/Qualidade,Outros,566,7.597173144876325,TOCADORA,8.83392226148409,True
L5148-PARQUE DO CARMO,59.309021113243766,71.97696737044146,0.7485604606525912,Produto/Qualidade,Outros,521,10.556621880998081,REGULAR,12.667946257197691,True
L5149-ALTO DA MOOCA,55.2755905511811,66.92913385826772,0.6992125984251969,Produto/Qualidade,Outros,635,11.653543307086615,REGULAR,11.653543307086622,True
L5150-ARARAQUARA,72.72727272727273,82.174688057041,0.8467023172905526,Produto/Qualidade,Outros,561,6.0606060606060606,REGULAR,9.447415329768262,True
L5151-PINDAMONHANGABA,80.06644518272425,85.71428571428571,0.867109634551495,Produto/Qualidade,Outros,301,5.647840531561462,REGULAR,5.647840531561457,True
L5152-ALTO DA BOA VISTA,55.020491803278695,67.41803278688525,0.7090163934426229,Entrega,Outros,976,11.782786885245903,TOCADORA,12.397540983606554,True
L5153-EMBARE,67.93478260869566,78.39673913043478,0.8165760869565217,Produto/Qualidade,Outros,736,7.608695652173914,REGULAR,10.461956521739125,True
L5154-RIO CLARO,78.27586206896552,85.17241379310346,0.8586206896551725,Outros,Outros,290,5.862068965517241,REGULAR,6.896551724137936,True
L5155-SUZANO,67.90352504638219,79.0352504638219,0.7903525046382189,Produto/Qualidade,Outros,539,8.348794063079778,REGULAR,11.13172541743971,True
L5156-JARDIM PRUDENCIA,54.845814977973575,64.53744493392071,0.6938325991189427,Atendimento,Outros,454,12.77533039647577,REGULAR,9.691629955947135,True
L5158-LEBLON,66.66666666666666,79.67479674796748,0.8315911730545877,Produto/Qualidade,Outros,861,6.852497096399536,REGULAR,13.00813008130082,True
L5159-COTIA KM 39,57.77202072538861,73.57512953367875,0.7772020725388601,Produto/Qualidade,Outros,386,8.808290155440414,REGULAR,15.80310880829014,True
L5160-GUARATINGUETA,77.9475982532751,84.93449781659389,0.8537117903930131,Produto/Qualidade,Outros,458,5.458515283842795,REGULAR,6.9868995633187865,True
L5161-ITANHAEM,67.74193548387096,79.76539589442815,0.8225806451612904,Produto/Qualidade,Outros,682,7.331378299120235,REGULAR,12.023460410557192,True
L5163-TAQUARI,75.54179566563467,83.90092879256966,0.8452012383900929,Entrega,Outros,323,5.88235294117647,REGULAR,8.359133126934992,True
L5164-ITAPETININGA,75.56561085972851,86.87782805429865,0.8936651583710408,Produto/Qualidade,Outros,442,3.8461538461538463,REGULAR,11.312217194570138,True
L5165-MOGI DAS CRUZES MOGILAR,64.15094339622641,77.35849056603774,0.7861635220125787,Atendimento,Outros,318,8.49056603773585,REGULAR,13.207547169811335,True
L5166-MAIRIPORA,58.78048780487804,71.21951219512195,0.7585365853658537,Produto/Qualidade,Outros,410,9.268292682926829,TOCADORA,12.439024390243908,True
L5168-SALTO,72.4867724867725,81.74603174603175,0.8306878306878307,Produto/Qualidade,Outros,378,7.142857142857142,REGULAR,9.259259259259252,True
L5169-JACAREI,63.109756097560975,75.0,0.7682926829268293,Produto/Qualidade,Outros,328,9.146341463414634,REGULAR,11.890243902439025,True
L5172-PRESIDENTE PRUDENTE,79.491833030853,86.93284936479128,0.8711433756805808,Atendimento,Outros,551,5.626134301270418,REGULAR,7.441016333938279,True
L5173-PERUIBE,68.37782340862422,77.41273100616016,0.8008213552361396,Produto/Qualidade,Outros,487,8.213552361396303,REGULAR,9.034907597535934,True
L5174-PERI PERI,51.09170305676856,63.53711790393013,0.6768558951965066,Entrega,Outros,458,13.973799126637553,TOCADORA,12.445414847161572,True
L5175-PARQUE SAO LUCAS,73.85964912280701,85.6140350877193,0.8789473684210526,Produto/Qualidade,Outros,570,5.263157894736842,REGULAR,11.754385964912288,True
L5176-BRAGANCA PAULISTA,55.8641975308642,72.8395061728395,0.7623456790123457,Produto/Qualidade,Outros,648,9.722222222222223,REGULAR,16.975308641975303,True
L5177-FREGUESIA DO O,61.35338345864662,69.17293233082707,0.7037593984962406,Produto/Qualidade,Outros,665,12.481203007518797,TOCADORA,7.819548872180448,True
L5178-PERIMETRAL,62.371134020618555,72.85223367697594,0.7457044673539519,Produto/Qualidade,Outros,582,10.652920962199312,REGULAR,10.481099656357387,True
L5179-VILA YARA,72.71487039563438,81.30968622100954,0.8458390177353342,Produto/Qualidade,Atendimento,733,6.548431105047749,REGULAR,8.594815825375164,True
L5180-FREI CANECA,58.48765432098766,70.06172839506173,0.7299382716049383,Entrega,Outros,648,11.574074074074074,TOCADORA,11.574074074074076,True
L5181-RIBEIRAO PIRES,73.75886524822694,79.25531914893617,0.8102836879432624,Produto/Qualidade,Outros,564,8.156028368794328,REGULAR,5.496453900709227,True
L5182-SAO JOSE DO RIO PRETO (DAMHA),63.436123348017624,79.29515418502203,0.8370044052863436,Produto/Qualidade,Outros,227,7.048458149779736,REGULAR,15.859030837004404,True
L5184-PRACA VARNHAGEM,61.46711635750422,74.78920741989882,0.7782462057335582,Produto/Qualidade,Outros,1186,9.106239460370995,REGULAR,13.322091062394598,True
L5185-CLODOMIRO,57.10900473933649,68.72037914691943,0.7393364928909952,Entrega,Outros,422,10.90047393364929,TOCADORA,11.611374407582936,True
L5186-VILA DAS MERCES,51.157407407407405,67.12962962962963,0.7152777777777778,Entrega,Outros,432,12.268518518518519,REGULAR,15.972222222222229,True
L5187-MUTIRAO,60.35502958579882,72.18934911242604,0.7633136094674556,Entrega,Outros,338,10.059171597633137,REGULAR,11.834319526627226,True
L5188-CAJAMAR,67.41854636591479,79.19799498746866,0.8270676691729323,Produto/Qualidade,Outros,399,6.7669172932330826,REGULAR,11.779448621553868,True
L5192-ALPHAVILLE CONDE,67.11590296495957,73.04582210242587,0.7520215633423181,Entrega,Atendimento,371,10.781671159029651,REGULAR,5.9299191374663,True
L5193-COTIA,62.84289276807981,74.81296758104739,0.770573566084788,Atendimento,Outros,401,9.72568578553616,TOCADORA,11.970074812967582,True
L5195-LEME,80.48780487804879,87.45644599303137,0.8989547038327527,Produto/Qualidade,Outros,287,4.878048780487805,REGULAR,6.968641114982574,True
L5197-LIMEIRA,83.37730870712402,89.9736147757256,0.9182058047493403,Produto/Qualidade,Outros,379,3.430079155672823,REGULAR,6.596306068601578,True
L5198-VILA RESENDE,66.08391608391608,75.17482517482517,0.7797202797202797,Produto/Qualidade,Outros,286,9.79020979020979,REGULAR,9.090909090909093,True
L5199-CASA VERDE,57.925636007827784,70.0587084148728,0.7279843444227005,Entrega,Outros,511,11.937377690802348,TOCADORA,12.133072407045013,True
L5200-JUVENTUS,42.857142857142854,58.38509316770186,0.6521739130434783,Produto/Qualidade,Outros,322,13.975155279503104,TOCADORA,15.527950310559007,True
L5201-ANA COSTA,70.43740573152338,81.90045248868778,0.8355957767722474,Produto/Qualidade,Outros,663,6.485671191553545,REGULAR,11.463046757164392,True
L5202-VILA CAICARA,72.56371814092954,82.90854572713643,0.8500749625187406,Produto/Qualidade,Outros,667,6.146926536731634,REGULAR,10.34482758620689,True
L5204-ITAQUA,69.40509915014165,80.73654390934844,0.8526912181303116,Atendimento,Outros,353,6.232294617563739,REGULAR,11.33144475920679,True
